gender,age_range,marital_status,disability,district,father_education,mother_education,household_members,economic_dependency,health_insurance,chronic_disease,academic_program,current_term,enrolled_courses,gpa,failed_course,class_attendance,career_satisfaction,personal_motivation,teacher_motivation,thought_about_dropout,dropout_reason,dropout_thought,transport,commute_time,internet_access,study_space,library_use,academic_tutoring,university_support,housing_type,personal_income,family_income,scholarship,currently_working,work_hours,affects_study,study_hours,university_harassment,demotivation,academic_stress,emotional_support
Masculino,16-20,,No,Lurín,Secundaria,Secundaria,1-3,Mayormente dependiente,EsSalud,No,Ingeniería de Software,1.0,6 o más,13-15,Sí,5.0,2.0,4.0,3.0,Sí,Quae minima dolore dolor dicta delectus pariatur impedit ut at illo.,Yes,A pie,30-60 min,Sí,Sí,,No,1.0,,<500,<1000,No,,,Sí,<5,No,No,No,No
Masculino,16-20,Casado(a),No,Rímac,Primaria,Secundaria,4-5,Minimamente dependiente,EsSalud,No,Ingeniería de Software,2.0,3,13-15,No,1.0,3.0,4.0,1.0,No,Voluptatem ipsam autem aliquid enim consequatur totam dolores.,No,Privado,,Sí,Sí,3.0,No,3.0,Alojado,0,1000-2000,No,No,<10,,,No,No,Sí,No
Masculino,26-30,Divorciado(a),No,Lurigancho,Secundaria,Secundaria,6+,Mayormente dependiente,,No,Ingeniería de Software,9.0,3,10-12,No,3.0,5.0,4.0,3.0,Sí,Eveniet libero adipisci adipisci doloribus quos exercitationem odit amet.,Yes,Público,30-60 min,Sí,Sí,2.0,Sí,2.0,Alojado,0,<1000,No,No,<10,Sí,5-10,,Sí,Sí,No
Masculino,16-20,Soltero(a),No,San Miguel,Secundaria,Primaria,1-3,Parcialmente dependiente,Privado,No,Ingeniería de Sistemas,5.0,4-5,13-15,Sí,4.0,2.0,4.0,3.0,No,Quidem fuga ipsam beatae nobis corrupti facilis ut rerum.,No,Público,<30 min,No,Sí,1.0,No,4.0,Propia,0,1000-2000,No,No,10-20,No,5-10,Sí,No,No,Sí
Masculino,16-20,Divorciado(a),No,Puente Piedra,Postgrado,Secundaria,6+,Mayormente dependiente,EsSalud,No,Ingeniería de Software,7.0,4-5,13-15,No,2.0,2.0,2.0,2.0,No,Labore sit deserunt laboriosam inventore nisi quibusdam.,No,Público,30-60 min,Sí,Sí,4.0,Sí,,Propia,0,<1000,No,No,<10,No,<5,No,Sí,No,Sí
Masculino,21-25,Casado(a),Sí,Barranco,Primaria,Secundaria,6+,No dependo económicamente,,No,Ingeniería de Software,7.0,6 o más,13-15,No,2.0,4.0,3.0,2.0,No,Magnam ipsa nobis excepturi praesentium vel quia reiciendis similique aliquid praesentium.,No,Público,>1 h,Sí,Sí,3.0,No,4.0,Propia,<500,1000-2000,Sí,No,<10,Sí,>10,No,No,Sí,No
Masculino,30+,Divorciado(a),No,Chaclacayo,Secundaria,Secundaria,4-5,Mayormente dependiente,SIS,No,Ingeniería de Sistemas,5.0,,13-15,No,5.0,3.0,2.0,3.0,No,Veritatis eaque totam sunt optio impedit illum totam tempora dolorem.,No,A pie,30-60 min,Sí,Sí,1.0,Sí,2.0,Propia,0,1000-2000,No,No,10-20,No,<5,No,No,No,No
Femenino,16-20,Soltero(a),No,San Borja,Primaria,,1-3,Mayormente dependiente,EsSalud,Sí,Ingeniería de Software,5.0,4-5,16+,No,5.0,5.0,4.0,5.0,No,Reiciendis temporibus nulla voluptas provident minima harum quaerat reprehenderit veritatis soluta.,No,Público,<30 min,Sí,Sí,4.0,No,,Alojado,0,1000-2000,No,Sí,10-20,Sí,5-10,No,Sí,No,Sí
,21-25,Casado(a),No,San Juan de Lurigancho,Universitario,Secundaria,1-3,Totalmente dependiente,EsSalud,No,Ingeniería de Software,1.0,4-5,10-12,Sí,5.0,2.0,4.0,4.0,No,Minus libero nemo veniam amet minus earum possimus non vero consectetur.,No,Público,<30 min,Sí,Sí,3.0,Sí,4.0,Propia,0,<1000,Sí,No,10-20,No,<5,No,No,No,Sí
Masculino,26-30,Soltero(a),No,Chaclacayo,Secundaria,Postgrado,1-3,Mayormente dependiente,EsSalud,No,Ingeniería de Sistemas,9.0,4-5,<10,No,2.0,2.0,4.0,4.0,No,Esse sit minus necessitatibus maiores beatae culpa rerum eos atque vel.,No,A pie,<30 min,Sí,,2.0,No,1.0,Alojado,0,<1000,No,No,<10,Sí,<5,No,Sí,Sí,Sí
Masculino,16-20,Soltero(a),No,San Miguel,Secundaria,Secundaria,1-3,Parcialmente dependiente,SIS,No,Ingeniería de Sistemas,2.0,4-5,13-15,Sí,4.0,3.0,4.0,4.0,No,Odio eum dignissimos architecto perspiciatis quas reiciendis molestiae mollitia nisi.,No,Público,<30 min,Sí,Sí,3.0,,2.0,Alquilada,0,1000-2000,No,No,>20,Sí,<5,No,Sí,No,Sí
Masculino,21-25,Soltero(a),No,Rímac,Postgrado,Técnico,4-5,Parcialmente dependiente,SIS,No,Ingeniería de Software,4.0,4-5,10-12,No,4.0,2.0,3.0,2.0,,Aut explicabo consequatur aspernatur consequatur error neque.,,Público,<30 min,Sí,Sí,3.0,No,1.0,Propia,0,1000-2000,No,Sí,<10,Sí,5-10,No,No,Sí,Sí
Femenino,16-20,Otro,No,La Molina,Secundaria,Secundaria,4-5,Mayormente dependiente,SIS,Sí,Ingeniería de Sistemas,9.0,4-5,10-12,No,3.0,4.0,4.0,4.0,Sí,Fugiat delectus quaerat ab exercitationem reprehenderit quisquam quae laudantium dolor architecto ipsa.,Yes,Público,30-60 min,Sí,Sí,2.0,No,3.0,Alquilada,500-1000,1000-2000,Sí,No,10-20,No,,No,No,Sí,Sí
Femenino,21-25,Soltero(a),No,El Agustino,Primaria,Secundaria,1-3,Parcialmente dependiente,EsSalud,No,Ingeniería de Software,8.0,4-5,13-15,No,5.0,4.0,3.0,4.0,No,Fugiat iste beatae accusantium repellat error dolor ab dolorem esse magnam nihil natus.,,Público,30-60 min,Sí,Sí,3.0,Sí,4.0,Alojado,0,,No,No,>20,Sí,5-10,No,No,Sí,No
Masculino,21-25,Soltero(a),No,Lince,Universitario,Primaria,6+,Mayormente dependiente,SIS,Sí,Ingeniería de Software,9.0,4-5,13-15,Sí,2.0,5.0,1.0,3.0,No,Deserunt fuga veniam temporibus facere similique.,No,A pie,30-60 min,Sí,No,4.0,Sí,1.0,Alojado,<500,2000-4000,No,Sí,<10,Sí,<5,No,No,No,Sí
Masculino,16-20,Soltero(a),No,Villa El Salvador,Técnico,Primaria,4-5,Parcialmente dependiente,EsSalud,No,Ingeniería de Software,10.0,4-5,10-12,No,2.0,3.0,3.0,2.0,No,Adipisci blanditiis distinctio alias necessitatibus voluptates.,No,Público,<30 min,Sí,Sí,2.0,No,3.0,Propia,0,<1000,No,Sí,<10,No,5-10,No,Sí,No,Sí
Femenino,16-20,Casado(a),No,Santa María del Mar,Primaria,Primaria,1-3,Mayormente dependiente,EsSalud,,,,3,10-12,No,3.0,4.0,5.0,3.0,No,Similique quisquam nesciunt magnam nulla consequatur temporibus explicabo fugiat.,No,Público,<30 min,No,Sí,4.0,Sí,3.0,Alquilada,0,<1000,No,No,10-20,Sí,<5,No,Sí,Sí,Sí
Masculino,21-25,Casado(a),No,San Juan de Miraflores,Secundaria,Secundaria,6+,Totalmente dependiente,SIS,No,Ingeniería de Sistemas,8.0,4-5,13-15,,4.0,4.0,1.0,3.0,No,Aspernatur totam quos voluptatibus quasi dicta minus laboriosam nulla nesciunt ad.,No,Público,<30 min,Sí,Sí,4.0,,2.0,Alojado,0,<1000,,Sí,10-20,Sí,5-10,No,No,Sí,No
Masculino,16-20,Soltero(a),No,La Victoria,Primaria,Primaria,4-5,Mayormente dependiente,Privado,No,Ingeniería de Sistemas,3.0,4-5,10-12,No,1.0,4.0,4.0,3.0,No,Aliquid officiis vitae voluptatem consequuntur non vero ea veritatis optio molestiae delectus temporibus.,No,Privado,<30 min,Sí,No,3.0,No,2.0,Alquilada,0,2000-4000,No,Sí,,No,<5,No,Sí,No,No
Masculino,16-20,Otro,No,La Molina,Secundaria,Secundaria,4-5,Parcialmente dependiente,Privado,No,Ingeniería de Sistemas,5.0,6 o más,16+,No,4.0,3.0,3.0,3.0,Sí,Debitis ex dolor soluta qui mollitia aspernatur dolorem repellat.,Yes,Público,>1 h,No,Sí,3.0,Sí,3.0,Alquilada,0,1000-2000,No,No,<10,Sí,5-10,No,Sí,No,No
Femenino,26-30,Soltero(a),No,Lince,,Universitario,1-3,Mayormente dependiente,EsSalud,No,Ingeniería de Sistemas,3.0,6 o más,10-12,Sí,3.0,5.0,4.0,2.0,No,Iste vitae quas animi vel esse incidunt.,No,Público,<30 min,Sí,Sí,1.0,Sí,4.0,Alojado,0,2000-4000,No,Sí,<10,Sí,<5,No,No,Sí,Sí
Masculino,16-20,Divorciado(a),No,Ate,Secundaria,Postgrado,1-3,Totalmente dependiente,EsSalud,No,Ingeniería de Software,7.0,6 o más,13-15,Sí,1.0,4.0,5.0,4.0,No,Sunt molestiae adipisci dolorum iste dolorum placeat exercitationem facere nemo.,No,A pie,<30 min,No,Sí,3.0,Sí,3.0,Alquilada,0,<1000,No,Sí,<10,No,5-10,Sí,Sí,No,No
Femenino,16-20,Casado(a),No,San Bartolo,Secundaria,Secundaria,4-5,Minimamente dependiente,SIS,No,Ingeniería de Sistemas,1.0,4-5,10-12,Sí,2.0,3.0,2.0,5.0,No,Id repellendus nulla minus eaque dolor quam molestiae enim id.,No,Público,30-60 min,Sí,No,1.0,No,,Propia,0,2000-4000,No,No,10-20,Sí,5-10,No,No,Sí,Sí
Masculino,21-25,Divorciado(a),No,Santiago de Surco,Técnico,Universitario,4-5,Mayormente dependiente,EsSalud,No,Ingeniería de Software,4.0,4-5,10-12,No,5.0,3.0,5.0,4.0,No,Eum soluta rem suscipit repudiandae reprehenderit blanditiis sunt iste quos culpa numquam.,No,Público,30-60 min,Sí,Sí,,No,4.0,Alquilada,0,<1000,No,No,>20,Sí,<5,No,Sí,No,Sí
Masculino,26-30,Soltero(a),No,Jesús María,Primaria,Universitario,1-3,Mayormente dependiente,EsSalud,No,Ingeniería de Sistemas,6.0,6 o más,13-15,No,4.0,2.0,1.0,4.0,No,Eveniet sequi accusamus itaque voluptates quo nobis nam eius cumque quaerat.,No,Público,<30 min,Sí,No,2.0,No,,Alquilada,0,<1000,No,No,>20,No,<5,No,No,Sí,Sí
Masculino,21-25,Soltero(a),No,Lince,Secundaria,Primaria,6+,Minimamente dependiente,Ninguno,No,Ingeniería de Software,5.0,4-5,13-15,Sí,4.0,4.0,2.0,3.0,No,Incidunt ipsam aliquam earum nihil ut quo repudiandae cupiditate optio iure temporibus.,No,Público,<30 min,Sí,Sí,1.0,No,3.0,Propia,0,,No,No,<10,Sí,<5,No,Sí,Sí,No
Masculino,16-20,Soltero(a),No,Lurigancho,Primaria,Secundaria,1-3,Totalmente dependiente,Privado,No,Ingeniería de Software,8.0,4-5,13-15,No,3.0,3.0,5.0,,,Minima ipsum harum assumenda sit placeat impedit.,No,Privado,<30 min,Sí,Sí,4.0,,5.0,Alquilada,0,1000-2000,Sí,No,<10,Sí,<5,No,No,No,Sí
Masculino,26-30,Divorciado(a),No,San Juan de Lurigancho,,Secundaria,4-5,Mayormente dependiente,Privado,Sí,Ingeniería de Software,4.0,4-5,13-15,No,1.0,1.0,4.0,4.0,Sí,Explicabo cupiditate beatae amet id impedit culpa doloribus illo.,Yes,Público,30-60 min,Sí,Sí,2.0,Sí,5.0,Propia,<500,1000-2000,No,No,>20,Sí,>10,No,No,No,Sí
Masculino,21-25,Otro,No,San Juan de Lurigancho,Secundaria,Universitario,1-3,Totalmente dependiente,Privado,No,Ingeniería de Software,10.0,4-5,13-15,Sí,4.0,4.0,2.0,2.0,No,Aut adipisci ab dolor ad blanditiis quaerat.,,A pie,<30 min,Sí,Sí,4.0,Sí,2.0,Alquilada,0,1000-2000,No,No,<10,Sí,5-10,No,No,No,No
Masculino,21-25,Soltero(a),No,Santa Anita,Primaria,,1-3,Totalmente dependiente,Privado,No,Ingeniería de Software,2.0,6 o más,16+,Sí,5.0,3.0,2.0,4.0,Sí,Quia quae amet deserunt consequatur dolores sed commodi.,Yes,Público,30-60 min,Sí,Sí,4.0,,5.0,,<500,1000-2000,No,No,<10,No,5-10,,Sí,No,No
Masculino,26-30,Soltero(a),No,Santa Anita,Primaria,Secundaria,4-5,Parcialmente dependiente,SIS,No,Ingeniería de Sistemas,7.0,4-5,10-12,No,3.0,3.0,3.0,4.0,Sí,Dicta ab maxime autem dolore ipsam rem atque veritatis laudantium neque.,Yes,A pie,>1 h,No,Sí,3.0,No,3.0,Propia,0,1000-2000,No,Sí,10-20,Sí,,No,No,Sí,Sí
Masculino,21-25,Divorciado(a),No,Lince,Secundaria,Primaria,4-5,Mayormente dependiente,Privado,No,Ingeniería de Software,6.0,4-5,10-12,No,2.0,2.0,4.0,1.0,No,Architecto officia laudantium doloremque tenetur non.,No,Público,<30 min,Sí,Sí,4.0,No,5.0,Propia,0,<1000,Sí,Sí,<10,Sí,5-10,No,Sí,No,Sí
Masculino,16-20,Otro,No,Puente Piedra,Universitario,Secundaria,1-3,Parcialmente dependiente,SIS,No,Ingeniería de Sistemas,4.0,4-5,13-15,No,2.0,3.0,4.0,1.0,,Cum sint corrupti laborum corporis iusto ipsam ipsam provident officiis molestias itaque.,Yes,A pie,<30 min,Sí,Sí,4.0,Sí,4.0,Propia,500-1000,>4000,Sí,,>20,Sí,<5,No,Sí,,Sí
Masculino,26-30,Soltero(a),No,Independencia,Primaria,Universitario,4-5,Mayormente dependiente,SIS,No,Ingeniería de Software,3.0,3,13-15,,2.0,5.0,2.0,4.0,No,Dolor quisquam id incidunt repellendus odit maxime.,,Privado,30-60 min,Sí,No,4.0,No,3.0,Propia,0,,No,Sí,10-20,Sí,5-10,No,No,No,No
Masculino,16-20,Divorciado(a),No,Villa María del Triunfo,Secundaria,,1-3,Mayormente dependiente,Privado,No,Ingeniería de Software,8.0,6 o más,<10,No,5.0,4.0,3.0,4.0,No,,,,>1 h,Sí,Sí,4.0,No,4.0,Propia,>1000,<1000,No,No,10-20,No,<5,No,Sí,Sí,Sí
Femenino,21-25,Soltero(a),No,El Agustino,Primaria,Primaria,6+,Parcialmente dependiente,EsSalud,No,Ingeniería de Sistemas,7.0,4-5,16+,No,1.0,5.0,3.0,3.0,No,Illum nesciunt debitis at earum consectetur deserunt nulla consectetur nihil.,No,Público,>1 h,Sí,Sí,1.0,No,2.0,Residencia,0,1000-2000,No,No,<10,Sí,5-10,No,Sí,Sí,No
Masculino,16-20,Casado(a),No,Santa Anita,Secundaria,Universitario,1-3,No dependo económicamente,EsSalud,No,Ingeniería de Software,6.0,4-5,16+,Sí,4.0,4.0,2.0,4.0,No,Minus nemo iusto architecto voluptas eius ullam beatae.,No,Privado,,Sí,Sí,5.0,No,2.0,Propia,500-1000,2000-4000,No,Sí,<10,Sí,<5,No,No,Sí,No
Masculino,16-20,Soltero(a),No,El Agustino,Universitario,Secundaria,1-3,Mayormente dependiente,SIS,No,Ingeniería de Software,4.0,3,<10,No,4.0,3.0,5.0,2.0,Sí,Quasi sapiente distinctio occaecati illum cumque.,Yes,Público,30-60 min,Sí,Sí,4.0,No,3.0,,<500,,Sí,Sí,10-20,,<5,No,No,No,
Femenino,26-30,Casado(a),No,Chaclacayo,Primaria,Primaria,6+,Totalmente dependiente,SIS,No,Ingeniería de Software,1.0,6 o más,13-15,No,5.0,2.0,2.0,5.0,No,Dolores reiciendis repellendus debitis quaerat numquam iste.,No,Privado,>1 h,Sí,Sí,4.0,No,4.0,Residencia,0,<1000,Sí,Sí,10-20,No,5-10,No,No,No,No
Femenino,21-25,Soltero(a),No,Independencia,Técnico,Secundaria,1-3,Mayormente dependiente,EsSalud,No,Ingeniería de Software,3.0,3,10-12,No,1.0,2.0,2.0,3.0,Sí,Delectus ratione corporis dolorum labore sunt optio minima ipsum dicta.,,A pie,30-60 min,,No,2.0,No,2.0,Propia,0,<1000,No,No,>20,No,5-10,No,No,No,No
Masculino,21-25,Otro,No,Villa María del Triunfo,Secundaria,,1-3,Minimamente dependiente,EsSalud,No,,5.0,4-5,13-15,No,,4.0,3.0,4.0,No,Dolores labore ipsa quia autem quae fugiat ducimus rerum.,No,Privado,30-60 min,Sí,Sí,,No,5.0,Propia,0,>4000,No,No,<10,No,<5,No,No,Sí,No
Masculino,16-20,Soltero(a),No,Pucusana,Primaria,Universitario,6+,Mayormente dependiente,SIS,Sí,Ingeniería de Sistemas,10.0,4-5,10-12,No,3.0,3.0,2.0,4.0,No,Rem fugit officia sint tenetur occaecati tempore dolorum sequi tempore culpa aliquam.,No,Público,>1 h,Sí,Sí,1.0,No,2.0,Residencia,,1000-2000,Sí,No,10-20,Sí,5-10,No,No,No,No
Masculino,16-20,Soltero(a),No,Magdalena del Mar,Primaria,Secundaria,1-3,Mayormente dependiente,SIS,No,Ingeniería de Software,3.0,4-5,13-15,Sí,4.0,4.0,4.0,3.0,No,Impedit delectus numquam rerum molestiae corrupti quibusdam.,No,A pie,>1 h,Sí,Sí,2.0,Sí,3.0,Propia,0,2000-4000,No,Sí,>20,No,5-10,No,Sí,Sí,Sí
Masculino,16-20,Soltero(a),No,Ate,Postgrado,Universitario,1-3,No dependo económicamente,EsSalud,No,Ingeniería de Software,3.0,3,13-15,No,5.0,5.0,4.0,3.0,No,Numquam exercitationem excepturi deserunt deserunt totam quibusdam voluptas asperiores corporis alias quia.,No,Público,30-60 min,Sí,No,4.0,No,3.0,Alquilada,0,1000-2000,No,No,10-20,,5-10,No,No,Sí,No
Masculino,16-20,Soltero(a),No,Carabayllo,Primaria,Primaria,6+,Parcialmente dependiente,Privado,No,Ingeniería de Software,9.0,6 o más,13-15,No,2.0,5.0,4.0,4.0,Sí,Sed quod unde nam corrupti autem assumenda ex veritatis exercitationem reprehenderit perferendis doloribus.,,Público,30-60 min,No,Sí,1.0,,5.0,Propia,500-1000,>4000,Sí,Sí,<10,No,5-10,No,Sí,No,No
Masculino,16-20,Soltero(a),No,San Luis,Primaria,Secundaria,1-3,Mayormente dependiente,Privado,No,Ingeniería de Software,7.0,4-5,13-15,Sí,5.0,5.0,4.0,3.0,No,Debitis officia distinctio eum optio illo aliquam repudiandae expedita officiis.,No,Público,<30 min,Sí,Sí,1.0,No,2.0,Alquilada,500-1000,>4000,No,Sí,<10,Sí,<5,No,No,Sí,No
Masculino,21-25,Soltero(a),No,San Miguel,Primaria,,1-3,Minimamente dependiente,SIS,No,Ingeniería de Software,8.0,4-5,13-15,Sí,3.0,5.0,4.0,4.0,No,Laudantium hic quisquam ad ad dicta temporibus iste eos omnis.,No,Público,<30 min,Sí,Sí,1.0,No,4.0,Propia,500-1000,<1000,No,No,<10,Sí,5-10,No,No,Sí,Sí
Masculino,26-30,Casado(a),No,Santa Rosa,Secundaria,Secundaria,4-5,Minimamente dependiente,EsSalud,No,Ingeniería de Software,1.0,4-5,13-15,No,4.0,3.0,3.0,1.0,No,Repudiandae laboriosam consectetur perspiciatis excepturi architecto in nisi nulla.,No,Público,30-60 min,Sí,Sí,4.0,Sí,1.0,Alquilada,0,<1000,No,Sí,<10,Sí,<5,Sí,Sí,No,No
Masculino,21-25,Soltero(a),No,Lurigancho,Primaria,Universitario,1-3,Parcialmente dependiente,EsSalud,No,,9.0,3,16+,No,,2.0,5.0,4.0,No,Alias omnis suscipit eligendi deleniti nostrum ad.,No,Privado,<30 min,Sí,No,4.0,No,1.0,Alquilada,0,<1000,Sí,,<10,No,5-10,Sí,Sí,No,No
Masculino,26-30,Otro,No,Independencia,Primaria,Primaria,4-5,Parcialmente dependiente,EsSalud,No,Ingeniería de Sistemas,6.0,6 o más,13-15,No,5.0,1.0,4.0,2.0,No,Ea hic eveniet necessitatibus quidem aut delectus eaque.,No,Público,<30 min,Sí,Sí,2.0,Sí,3.0,Alojado,0,1000-2000,No,Sí,10-20,No,<5,No,Sí,Sí,Sí
Masculino,21-25,Divorciado(a),No,Ate,Primaria,Técnico,6+,Mayormente dependiente,EsSalud,No,Ingeniería de Sistemas,1.0,3,,No,1.0,2.0,3.0,2.0,No,Deleniti veniam exercitationem et atque rem qui doloremque quidem minus.,No,Público,30-60 min,Sí,Sí,1.0,No,4.0,,0,<1000,No,No,10-20,No,<5,No,No,No,No
Masculino,26-30,Soltero(a),No,Cieneguilla,Universitario,Técnico,4-5,Totalmente dependiente,SIS,No,Ingeniería de Sistemas,10.0,4-5,16+,Sí,4.0,5.0,3.0,5.0,No,Dolorem sed aut ratione labore rem eum.,No,Público,30-60 min,Sí,Sí,1.0,Sí,3.0,Propia,<500,2000-4000,No,Sí,<10,No,<5,,No,No,No
Masculino,30+,Soltero(a),No,San Miguel,Universitario,Secundaria,1-3,Minimamente dependiente,SIS,No,Ingeniería de Sistemas,7.0,4-5,10-12,No,3.0,3.0,3.0,3.0,No,Perspiciatis soluta laboriosam rem qui iste accusantium temporibus ex error ratione nostrum sapiente.,No,Público,30-60 min,Sí,Sí,2.0,No,5.0,Residencia,0,2000-4000,Sí,Sí,<10,Sí,<5,No,No,Sí,Sí
Masculino,21-25,Casado(a),,San Juan de Lurigancho,Secundaria,Secundaria,4-5,Parcialmente dependiente,EsSalud,,Ingeniería de Software,9.0,4-5,13-15,No,4.0,1.0,3.0,1.0,No,Iure odit laborum nam atque facere.,No,Público,>1 h,Sí,Sí,1.0,,5.0,Residencia,0,1000-2000,Sí,No,<10,Sí,5-10,No,No,Sí,Sí
Femenino,,Soltero(a),No,Villa El Salvador,Secundaria,Técnico,1-3,Mayormente dependiente,SIS,No,Ingeniería de Software,10.0,4-5,10-12,No,4.0,5.0,1.0,2.0,No,Iste quasi ab rerum voluptas saepe earum dolor culpa perspiciatis exercitationem.,No,Público,<30 min,No,No,4.0,Sí,2.0,,0,1000-2000,No,Sí,<10,No,5-10,No,No,Sí,No
Femenino,16-20,Soltero(a),No,Villa El Salvador,Primaria,Universitario,4-5,No dependo económicamente,Privado,Sí,Ingeniería de Sistemas,9.0,6 o más,13-15,No,2.0,3.0,3.0,4.0,No,Dolorem quos doloribus repellat eaque illo quisquam ipsa autem perspiciatis.,No,,30-60 min,Sí,Sí,4.0,No,3.0,Alojado,0,1000-2000,No,No,,No,<5,No,No,No,No
Masculino,16-20,Soltero(a),No,Villa El Salvador,Secundaria,Secundaria,4-5,Mayormente dependiente,EsSalud,Sí,,2.0,3,16+,Sí,4.0,2.0,3.0,3.0,No,Cum quas omnis consectetur necessitatibus adipisci nostrum.,No,Público,30-60 min,No,Sí,2.0,No,3.0,Propia,>1000,2000-4000,No,No,<10,Sí,5-10,No,No,No,No
Masculino,26-30,Soltero(a),No,Santa Anita,Primaria,Secundaria,1-3,Parcialmente dependiente,SIS,No,Ingeniería de Sistemas,8.0,6 o más,<10,Sí,4.0,4.0,4.0,4.0,No,Quae repellendus nobis explicabo totam distinctio fugiat ad unde.,No,Público,>1 h,Sí,Sí,3.0,No,4.0,Propia,0,1000-2000,No,Sí,10-20,Sí,5-10,No,No,No,No
Masculino,21-25,Soltero(a),No,San Bartolo,Primaria,Secundaria,4-5,Parcialmente dependiente,EsSalud,No,Ingeniería de Software,,4-5,16+,No,3.0,3.0,2.0,4.0,No,Autem ipsam culpa nostrum recusandae possimus vero quisquam exercitationem eum voluptates magni architecto.,No,Público,>1 h,Sí,Sí,,Sí,4.0,,0,1000-2000,No,No,10-20,Sí,5-10,No,No,No,No
Masculino,26-30,Soltero(a),Sí,Villa El Salvador,Primaria,Primaria,1-3,Totalmente dependiente,EsSalud,No,Ingeniería de Sistemas,6.0,6 o más,13-15,No,3.0,2.0,4.0,4.0,No,Reprehenderit minus iure odit vel voluptates fuga nesciunt officia.,No,Privado,>1 h,Sí,Sí,1.0,No,3.0,Alquilada,<500,,No,No,10-20,Sí,5-10,No,Sí,Sí,No
Masculino,16-20,Soltero(a),No,Independencia,Técnico,Secundaria,1-3,Mayormente dependiente,Privado,No,Ingeniería de Software,6.0,6 o más,16+,Sí,2.0,2.0,2.0,3.0,No,Explicabo at quod dolor corrupti ipsa consequuntur.,No,A pie,30-60 min,Sí,No,2.0,No,3.0,Propia,500-1000,<1000,Sí,No,<10,No,5-10,No,Sí,No,No
Masculino,30+,Soltero(a),No,Jesús María,Secundaria,Secundaria,4-5,Mayormente dependiente,Ninguno,No,Ingeniería de Software,3.0,4-5,10-12,No,3.0,5.0,4.0,3.0,No,Unde suscipit placeat suscipit quas et enim a ullam cupiditate enim.,No,Público,<30 min,Sí,Sí,2.0,Sí,2.0,Alojado,0,2000-4000,Sí,Sí,>20,Sí,5-10,,Sí,Sí,No
Masculino,16-20,Soltero(a),No,Ate,Secundaria,Secundaria,1-3,,SIS,No,Ingeniería de Sistemas,9.0,4-5,<10,No,4.0,3.0,3.0,3.0,No,Recusandae dolorem iusto labore sed placeat ex nemo quod enim nesciunt.,No,Público,<30 min,Sí,Sí,3.0,No,,Propia,0,1000-2000,No,No,10-20,Sí,5-10,No,No,No,Sí
Masculino,16-20,Casado(a),No,Breña,,Técnico,1-3,Minimamente dependiente,Privado,No,Ingeniería de Sistemas,7.0,4-5,13-15,No,5.0,4.0,2.0,4.0,No,Rerum quam distinctio minus explicabo odit rerum.,No,Privado,>1 h,Sí,Sí,2.0,Sí,3.0,Propia,<500,<1000,No,No,>20,Sí,<5,No,Sí,Sí,No
Masculino,21-25,Soltero(a),No,San Martín de Porres,Universitario,Secundaria,6+,Totalmente dependiente,SIS,No,Ingeniería de Software,8.0,4-5,13-15,No,3.0,2.0,3.0,4.0,No,Doloremque cum enim consequatur fugiat tenetur mollitia maiores animi cumque.,No,Público,<30 min,Sí,Sí,3.0,No,4.0,Alojado,0,>4000,No,Sí,10-20,No,5-10,No,Sí,Sí,Sí
Masculino,26-30,Soltero(a),No,San Juan de Miraflores,Universitario,Secundaria,4-5,Minimamente dependiente,EsSalud,No,Ingeniería de Sistemas,7.0,4-5,13-15,Sí,5.0,5.0,2.0,,No,Nam nam fuga consequuntur amet quisquam harum vel veniam quo.,No,Público,<30 min,No,Sí,4.0,No,5.0,Alquilada,0,1000-2000,No,,>20,Sí,<5,No,Sí,No,Sí
Masculino,21-25,Soltero(a),No,Puente Piedra,Universitario,Primaria,6+,Parcialmente dependiente,SIS,No,Ingeniería de Sistemas,4.0,4-5,<10,Sí,4.0,4.0,3.0,2.0,No,Minima doloremque in asperiores fuga perferendis quam architecto quaerat ipsum sapiente possimus iste.,No,Público,<30 min,Sí,Sí,5.0,No,4.0,Alquilada,0,2000-4000,No,No,>20,Sí,5-10,No,No,Sí,No
Masculino,16-20,Soltero(a),No,San Borja,Primaria,Postgrado,4-5,Mayormente dependiente,Ninguno,Sí,Ingeniería de Software,9.0,3,13-15,No,2.0,3.0,4.0,4.0,Sí,Modi corrupti blanditiis expedita libero explicabo.,,Público,>1 h,Sí,Sí,1.0,Sí,4.0,Propia,0,<1000,Sí,Sí,10-20,Sí,<5,No,No,Sí,Sí
Masculino,16-20,Soltero(a),No,Cieneguilla,Técnico,Primaria,4-5,Parcialmente dependiente,Privado,No,Ingeniería de Software,5.0,4-5,10-12,No,1.0,4.0,5.0,4.0,Sí,Fugiat occaecati sapiente sequi repellendus odit optio et.,,Público,30-60 min,Sí,Sí,3.0,No,,Alojado,0,1000-2000,No,No,10-20,No,5-10,Sí,Sí,Sí,Sí
Masculino,16-20,Soltero(a),No,Miraflores,Secundaria,Secundaria,1-3,Mayormente dependiente,EsSalud,Sí,Ingeniería de Software,5.0,4-5,<10,No,4.0,4.0,4.0,3.0,Sí,Aliquid animi quia sequi quisquam necessitatibus at maxime totam placeat nesciunt.,Yes,Público,30-60 min,Sí,Sí,1.0,No,4.0,Residencia,0,1000-2000,No,No,<10,,<5,No,Sí,No,
